"","ssp","drought_stress","insect_risk","disease_risk","photosynhthesis_day","risk_rain","yday_speargrowth","yday_harvest_star","accumulated_chill","frost_risk","diurnal_risk","rainharvest_risk","heatharvest_risk","Tsoil_mean","id"
"ssp126--INM-CM5-0--2075--2092","ssp126",0.23,0.24,0,97,0.2,60,66,82.91,0.1,0.1,0.2,0,19.7332565804989,1192
"ssp126--INM-CM5-0--2075--2093","ssp126",0.33,0.23,0,85,0.2,58,64,79.63,1,0.3,0.1,0.2,18.6211810591982,1193
"ssp126--INM-CM5-0--2075--2094","ssp126",0.28,0.48,0,89,0.1,57,63,86.35,0,0.1,0.2,0,20.6879319689966,1194
"ssp126--INM-CM5-0--2075--2095","ssp126",0.36,0.47,0,100,0.1,50,56,78.09,1,0.4,0.1,0.05,18.1245616908294,1195
"ssp126--INM-CM5-0--2075--2096","ssp126",0.13,0.11,0,78,0.2,44,50,61.82,0.2,0.3,0.2,0,17.5253808495793,1196
"ssp126--INM-CM5-0--2075--2097","ssp126",0.05,0.24,0,86,0,61,67,82.74,0.1,0.1,0.1,0,19.0026884604602,1197
"ssp126--INM-CM5-0--2075--2098","ssp126",0.36,0.21,0,86,0.1,55,61,84.18,0.4,0.2,0.2,0.15,19.3775353008419,1198
"ssp126--INM-CM5-0--2075--2099","ssp126",0.43,0.42,0,84,0.45,64,70,91.86,0.2,0.3,0.1,0.05,19.4980615582354,1199
"ssp126--INM-CM5-0--2075--2100","ssp126",0.31,0.22,0,76,0.2,57,63,84.56,0.6,0.2,0.3,0,19.8572939298903,1200
"ssp126--IPSL-CM6A-LR--2075--2001","ssp126",0.36,0.24,0,87,0.2,48,54,74.42,0.6,0.3,0,0.3,19.0684732115717,1201
"ssp126--IPSL-CM6A-LR--2075--2002","ssp126",0.33,0.26,0,89,0,51,57,77.29,0.3,0.2,0,0.05,19.7159284729627,1202
"ssp126--IPSL-CM6A-LR--2075--2003","ssp126",0.12,0.22,0.2,94,0.1,63,69,92.23,0.2,0.2,0.5,0.2,19.7445557507169,1203
"ssp126--IPSL-CM6A-LR--2075--2004","ssp126",0.46,0.29,0,97,0.1,59,65,80.8,0.5,0.2,0,0.1,19.4686522784635,1204
"ssp126--IPSL-CM6A-LR--2075--2005","ssp126",0.18,0.27,0,98,0.1,53,59,78.8,0.4,0.4,0,0.2,19.2136310177877,1205
"ssp126--IPSL-CM6A-LR--2075--2006","ssp126",0.24,0.47,0,106,0.2,51,57,79.1,0.6,0.4,0.5,0.25,19.6870206245015,1206
"ssp126--IPSL-CM6A-LR--2075--2007","ssp126",0.18,0,0,89,0.1,49,67,77.62,0.3,0.2,0.3,0,20.0334535077987,1207
"ssp126--IPSL-CM6A-LR--2075--2008","ssp126",0.41,0.46,0,83,0.4,50,56,75.3,0.3,0.3,0.3,0.7,20.5905033529587,1208
"ssp126--IPSL-CM6A-LR--2075--2009","ssp126",0.24,0.47,0,94,0.5,62,68,90.7,0,0.3,0,0.35,21.3400625632975,1209
"ssp126--IPSL-CM6A-LR--2075--2010","ssp126",0.5,0.1,0,94,0.2,78,87,100.78,0.3,0,0.1,0,19.2994307964329,1210
"ssp126--IPSL-CM6A-LR--2075--2011","ssp126",0.28,0.37,0,79,0,59,77,79.07,0,0.3,0,0.35,21.1509227082712,1211
"ssp126--IPSL-CM6A-LR--2075--2012","ssp126",0.21,0.38,0,102,0,61,67,87.46,0.7,0.3,0.2,0.15,18.7561668356861,1212
"ssp126--IPSL-CM6A-LR--2075--2013","ssp126",0.48,0.28,0,89,0.3,62,68,77.98,0.8,0.2,0.1,0,17.8562973254408,1213
"ssp126--IPSL-CM6A-LR--2075--2014","ssp126",0.2,0.1,0,83,0.1,51,57,77.95,1,0.1,0.1,0.45,18.0321501344311,1214
"ssp126--IPSL-CM6A-LR--2075--2015","ssp126",0.54,0.27,0,91,0.5,56,62,78.36,0.2,0.1,0.2,0.1,18.9291501937679,1215
"ssp126--IPSL-CM6A-LR--2075--2016","ssp126",0.25,0.24,0,109,0.2,49,55,71.36,0.3,0.4,0.2,0.25,19.3609874001764,1216
"ssp126--IPSL-CM6A-LR--2075--2017","ssp126",0.18,0.4,0,93,0.2,70,76,88,0.5,0.2,0.1,0.05,20.5226255545987,1217
"ssp126--IPSL-CM6A-LR--2075--2018","ssp126",0.1,0.81,0,106,0,56,62,83.75,0,0.1,0.3,0.1,20.0135090301395,1218
"ssp126--IPSL-CM6A-LR--2075--2019","ssp126",0.17,0.34,0,93,0.2,55,61,81.55,0.6,0.1,0.1,0,19.505063330363,1219
"ssp126--IPSL-CM6A-LR--2075--2020","ssp126",0.34,0.31,0,76,0.2,50,56,78.66,0.6,0.1,0.1,0.2,19.489707048205,1220
"ssp126--IPSL-CM6A-LR--2075--2021","ssp126",0.22,0.2,0,94,0.1,62,68,76.49,0.2,0,0.2,0.5,21.0072108590181,1221
"ssp126--IPSL-CM6A-LR--2075--2022","ssp126",0.18,0.4,0,107,0.1,71,77,95.77,0.3,0,0.1,0.55,20.5424253509649,1222
"ssp126--IPSL-CM6A-LR--2075--2023","ssp126",0.42,0.2,0,99,0,45,51,74.65,0.5,0.3,0.3,0.15,19.4659648048433,1223
"ssp126--IPSL-CM6A-LR--2075--2024","ssp126",0.26,0.37,0,100,0,47,53,77.42,0,0.3,0.4,0.1,19.6490312726482,1224
"ssp126--IPSL-CM6A-LR--2075--2025","ssp126",0.11,0.43,0,97,0,56,63,74.49,0.7,0.4,0.1,0.45,20.8986808048334,1225
"ssp126--IPSL-CM6A-LR--2075--2026","ssp126",0.34,0.21,0,107,0.3,55,61,84.8,0.3,0.2,0.1,0.2,21.1443085079308,1226
"ssp126--IPSL-CM6A-LR--2075--2027","ssp126",0.14,0.13,0,76,0.1,66,72,89.72,0.2,0.3,0.2,0.3,20.6341359129923,1227
"ssp126--IPSL-CM6A-LR--2075--2028","ssp126",0.55,0.36,0,99,0.2,55,66,81.11,0,0.3,0.1,0.35,20.5224421838478,1228
"ssp126--IPSL-CM6A-LR--2075--2029","ssp126",0.3,0.53,0,80,0.2,49,55,76.28,0.4,0.1,0.1,0.2,19.32845241643,1229
"ssp126--IPSL-CM6A-LR--2075--2030","ssp126",0.15,0.26,0,100,0.2,46,52,74.88,0,0.4,0.3,0.65,19.6112280144071,1230
"ssp126--IPSL-CM6A-LR--2075--2031","ssp126",0.33,0.27,0,95,0,48,54,78.24,0.7,0.1,0.1,0,17.3392129684365,1231
"ssp126--IPSL-CM6A-LR--2075--2032","ssp126",0.47,0.12,0.2,93,0.1,59,65,82.99,0,0.1,0.1,0,20.0313804438455,1232
"ssp126--IPSL-CM6A-LR--2075--2033","ssp126",0.25,0.37,0,98,0.1,68,74,88.95,0.4,0.2,0,0,18.6190508020968,1233
"ssp126--IPSL-CM6A-LR--2075--2034","ssp126",0.29,0.24,0,91,0.1,53,59,74.74,0.3,0.4,0,0.6,20.6998272894498,1234
"ssp126--IPSL-CM6A-LR--2075--2035","ssp126",0.25,0.32,0,101,0.3,54,60,81.18,0.8,0.2,0.1,0.25,18.6228164120382,1235
"ssp126--IPSL-CM6A-LR--2075--2036","ssp126",0.11,0.43,0,88,0.4,63,69,85.97,0.1,0,0.1,0.05,19.1684282241932,1236
"ssp126--IPSL-CM6A-LR--2075--2037","ssp126",0.07,0.21,0.2,90,0.45,74,80,94.94,0.3,0.3,0.1,0.4,20.2315713250614,1237
"ssp126--IPSL-CM6A-LR--2075--2038","ssp126",0.47,0.32,0,96,0.2,44,50,74.68,0,0.2,0.2,0.15,18.5040351965618,1238
"ssp126--IPSL-CM6A-LR--2075--2039","ssp126",0.38,0.3,0,97,0,57,63,85.14,0.5,0.6,0.3,0.5,19.6045101103348,1239
"ssp126--IPSL-CM6A-LR--2075--2040","ssp126",0.12,0.35,0,88,0,49,55,78.38,1,0.3,0,0.15,18.6158505712483,1240
"ssp126--IPSL-CM6A-LR--2075--2041","ssp126",0.29,0.38,0,108,0.1,53,59,78.53,0.3,0.2,0,0.15,19.3865078683831,1241
"ssp126--IPSL-CM6A-LR--2075--2042","ssp126",0.3,0.11,0,103,0,57,63,83,0.1,0.2,0.3,0.05,19.6617986783772,1242
"ssp126--IPSL-CM6A-LR--2075--2043","ssp126",0.29,0.44,0,97,0.2,57,79,88.11,0,0.1,0.1,0.2,20.6141458381112,1243
"ssp126--IPSL-CM6A-LR--2075--2044","ssp126",0.36,0.12,0,103,0.1,72,78,89.04,0.2,0.2,0,0.1,20.3165748830284,1244
"ssp126--IPSL-CM6A-LR--2075--2045","ssp126",0.15,0.4,0,109,0.1,61,76,84.79,0,0.1,0.2,0.05,20.0033074247179,1245
"ssp126--IPSL-CM6A-LR--2075--2046","ssp126",0.37,0.53,0,101,0.8,58,64,81.54,0.1,0,0,0.2,20.9597925247258,1246
"ssp126--IPSL-CM6A-LR--2075--2047","ssp126",0.32,0.54,0,90,0.3,67,77,93.81,0.4,0.1,0.2,0.15,20.0195202934983,1247
"ssp126--IPSL-CM6A-LR--2075--2048","ssp126",0.37,0.3,0,87,0.1,59,65,85.78,0,0,0.2,0.4,20.3611227490765,1248
"ssp126--IPSL-CM6A-LR--2075--2049","ssp126",0.06,0.15,0,91,0,62,68,87.27,0.1,0.2,0,0.25,21.3753374215854,1249
"ssp126--IPSL-CM6A-LR--2075--2050","ssp126",0.32,0,0,83,0.2,51,65,74.16,0.3,0.1,0.1,0.05,18.0390396723103,1250
"ssp126--IPSL-CM6A-LR--2075--2051","ssp126",0.43,0.22,0,90,0.1,51,57,75.99,0.1,0.2,0.1,0.3,19.5156851165333,1251
"ssp126--IPSL-CM6A-LR--2075--2052","ssp126",0,0.13,0,90,0,49,55,78.75,0.1,0.1,0.1,0,18.8909313177431,1252
"ssp126--IPSL-CM6A-LR--2075--2053","ssp126",0.15,0,0.3,107,0,58,64,83.08,0.1,0.1,0.2,0.2,19.4982983495703,1253
"ssp126--IPSL-CM6A-LR--2075--2054","ssp126",0.16,0.26,0,88,0.2,57,63,85.73,0,0,0.2,0.4,20.2365534051415,1254
"ssp126--IPSL-CM6A-LR--2075--2055","ssp126",0.29,0.11,0.2,86,0.2,56,62,77.17,0,0.1,0,0.25,19.9174008941205,1255
"ssp126--IPSL-CM6A-LR--2075--2056","ssp126",0.28,0.13,0,104,0,77,83,96.15,0,0.3,0,0,20.4937426337038,1256
"ssp126--IPSL-CM6A-LR--2075--2057","ssp126",0.36,0.32,0,103,0.2,54,63,83.89,0.6,0.8,0,0.15,19.9225548653175,1257
"ssp126--IPSL-CM6A-LR--2075--2058","ssp126",0.2,0.11,0,88,0.1,68,74,91.74,0,0.2,0.1,0.1,20.2138550229241,1258
"ssp126--IPSL-CM6A-LR--2075--2059","ssp126",0.15,0.41,0,104,0.1,62,68,85.96,0.1,0.1,0.2,0,20.0332493169282,1259
"ssp126--IPSL-CM6A-LR--2075--2060","ssp126",0.38,0.28,0,98,0,66,72,82.82,0.2,0.3,0,0.15,20.2370380991973,1260
"ssp126--IPSL-CM6A-LR--2075--2061","ssp126",0.33,0.27,0,89,0.1,67,74,88.56,0.3,0,0.2,0.15,19.4238617167236,1261
"ssp126--IPSL-CM6A-LR--2075--2062","ssp126",0.31,0.27,0,71,0.4,46,52,75.35,0.5,0.2,0,0.05,18.6800015866257,1262
"ssp126--IPSL-CM6A-LR--2075--2063","ssp126",0.29,0.21,0,95,0.1,60,66,82.06,0,0.6,0.3,0.45,20.7676731832282,1263
"ssp126--IPSL-CM6A-LR--2075--2064","ssp126",0.3,0.45,0,99,0.2,51,57,80.25,0.8,0.2,0.2,0.05,19.8820986546721,1264
"ssp126--IPSL-CM6A-LR--2075--2065","ssp126",0.32,0.25,0,71,0.2,52,58,85.07,0.1,0.2,0.2,0,19.4618998683473,1265
"ssp126--IPSL-CM6A-LR--2075--2066","ssp126",0.21,0.69,0,89,0.2,74,80,93.04,0.1,0.5,0.1,0.3,22.2097353805705,1266
"ssp126--IPSL-CM6A-LR--2075--2067","ssp126",0.19,0.33,0,89,0.1,64,70,86.41,0.1,0,0.3,0.05,19.7912369921229,1267
"ssp126--IPSL-CM6A-LR--2075--2068","ssp126",0.39,0.53,0,94,0,66,72,90.69,0.4,0.3,0.3,0,19.8272904602382,1268
"ssp126--IPSL-CM6A-LR--2075--2069","ssp126",0.24,0.39,0,96,0.1,69,75,90.46,0,0.2,0.2,0.5,21.2134740666185,1269
"ssp126--IPSL-CM6A-LR--2075--2070","ssp126",0.24,0.41,0,102,0.1,54,60,81.42,0.9,0.1,0.2,0.25,19.2999561385255,1270
"ssp126--IPSL-CM6A-LR--2075--2071","ssp126",0.17,0.5,0,87,0.3,52,58,76.68,0.1,0,0,0.05,18.5320201810786,1271
"ssp126--IPSL-CM6A-LR--2075--2072","ssp126",0.06,0.32,0,96,0.2,59,65,82.32,0.2,0,0.1,0.05,19.6542324344685,1272
"ssp126--IPSL-CM6A-LR--2075--2073","ssp126",0.39,0.24,0,91,0.1,75,81,87.39,0,0.3,0.3,0.25,22.0016682265527,1273
"ssp126--IPSL-CM6A-LR--2075--2074","ssp126",0.31,0.21,0,99,0,50,56,73.1,1,0.2,0.1,0,16.8755930588875,1274
"ssp126--IPSL-CM6A-LR--2075--2075","ssp126",0.21,0,0,78,0.7,52,58,80.67,0.3,0.1,0.2,0.15,19.3997162214256,1275
"ssp126--IPSL-CM6A-LR--2075--2076","ssp126",0.26,0.2,0,84,0.2,54,60,81.6,0.6,0.3,0.1,0.2,19.116475838974,1276
"ssp126--IPSL-CM6A-LR--2075--2077","ssp126",0.21,0.13,0,94,0.3,60,66,87.17,0.2,0.1,0.3,0.55,20.8029010799347,1277
"ssp126--IPSL-CM6A-LR--2075--2078","ssp126",0.23,0.22,0,98,0.1,66,72,91.11,0.1,0.1,0.4,0,20.0357554121194,1278
"ssp126--IPSL-CM6A-LR--2075--2079","ssp126",0.19,0,0,94,0.2,49,55,78.2,0.1,0.3,0,0.45,20.1734881821078,1279
"ssp126--IPSL-CM6A-LR--2075--2080","ssp126",0.42,0.26,0,96,0,79,85,97.85,0,0.3,0,0.25,21.5608686691884,1280
"ssp126--IPSL-CM6A-LR--2075--2081","ssp126",0.23,0,0,90,0.2,71,77,92.83,0.9,0.3,0.2,0,18.2858026792991,1281
"ssp126--IPSL-CM6A-LR--2075--2082","ssp126",0.23,0.1,0,97,0.25,63,69,88.4,0,0.1,0,0,20.3939412061188,1282
"ssp126--IPSL-CM6A-LR--2075--2083","ssp126",0.38,0.25,0,93,0,54,67,81.51,0.1,0.3,0,0,18.2102468739542,1283
"ssp126--IPSL-CM6A-LR--2075--2084","ssp126",0.31,0.46,0,95,0,77,87,95.43,0.1,0.1,0.1,0.1,20.5510109033901,1284
"ssp126--IPSL-CM6A-LR--2075--2085","ssp126",0.52,0.41,0,99,0,76,82,96.68,0.2,0.3,0.2,0.3,21.2390867377569,1285
"ssp126--IPSL-CM6A-LR--2075--2086","ssp126",0.31,0.38,0,88,0.5,79,85,100.32,0,0.1,0.1,0.2,22.542449793694,1286
"ssp126--IPSL-CM6A-LR--2075--2087","ssp126",0.18,0.5,0,86,0.3,69,75,89.75,0,0.2,0,0,19.9841356138876,1287
"ssp126--IPSL-CM6A-LR--2075--2088","ssp126",0.11,0.1,0,89,0.1,60,79,87.98,0.1,0.2,0.1,0.2,21.3204128970981,1288
"ssp126--IPSL-CM6A-LR--2075--2089","ssp126",0.31,0.11,0,88,0,63,69,88.49,0.2,0,0.1,0,17.5287938724001,1289
"ssp126--IPSL-CM6A-LR--2075--2090","ssp126",0.23,0.78,0,105,0.1,68,75,87.51,0.1,0,0,0,20.5347566125338,1290
"ssp126--IPSL-CM6A-LR--2075--2091","ssp126",0.12,0.14,0,91,0.1,72,78,95.95,0.3,0.1,0,0,19.5497826440513,1291
"ssp126--IPSL-CM6A-LR--2075--2092","ssp126",0.23,0.24,0,105,0.2,61,67,84.82,0.1,0.2,0.2,0.1,20.12400182188,1292
"ssp126--IPSL-CM6A-LR--2075--2093","ssp126",0.33,0.28,0,90,0.2,58,64,78.93,1,0.2,0.2,0.4,18.8198998706937,1293
"ssp126--IPSL-CM6A-LR--2075--2094","ssp126",0.33,0.48,0,101,0.1,59,65,87.65,0,0,0.2,0,21.1200480616036,1294
"ssp126--IPSL-CM6A-LR--2075--2095","ssp126",0.36,0.41,0,107,0.1,51,57,78.94,1,0.2,0.2,0.15,18.4887843434127,1295
"ssp126--IPSL-CM6A-LR--2075--2096","ssp126",0.13,0.11,0,94,0.2,45,62,62.57,0.1,0.1,0.2,0,18.4300571727649,1296
"ssp126--IPSL-CM6A-LR--2075--2097","ssp126",0.05,0.25,0,90,0,61,67,82.95,0.1,0.1,0.1,0,19.3805523147348,1297
"ssp126--IPSL-CM6A-LR--2075--2098","ssp126",0.36,0.2,0,93,0.1,57,63,85.09,0.3,0.1,0.2,0.2,19.7433018250659,1298
"ssp126--IPSL-CM6A-LR--2075--2099","ssp126",0.47,0.62,0,86,0.3,65,71,92.17,0.1,0,0.1,0.2,19.9378609118345,1299
"ssp126--IPSL-CM6A-LR--2075--2100","ssp126",0.25,0.27,0,81,0.3,57,63,82.74,0.6,0.2,0.2,0,20.2073512311096,1300
"ssp126--MIROC6--2075--2001","ssp126",0.41,0.1,0,81,0.2,48,54,75.7,0.8,0.5,0,0.3,19.2109131521883,1301
"ssp126--MIROC6--2075--2002","ssp126",0.29,0.3,0,87,0.2,51,57,77.14,0.4,0.4,0,0.05,19.8928900386711,1302
"ssp126--MIROC6--2075--2003","ssp126",0.12,0,0.2,84,0,63,69,91.24,0.2,0.7,0.3,0.25,19.909478958596,1303
"ssp126--MIROC6--2075--2004","ssp126",0.46,0.17,0,86,0.1,59,65,80.26,0.5,0.3,0,0.15,19.6519049882358,1304
"ssp126--MIROC6--2075--2005","ssp126",0.12,0.2,0,89,0,53,59,78.2,0.4,0.6,0,0.2,19.3890236573503,1305
"ssp126--MIROC6--2075--2006","ssp126",0.24,0.12,0,97,0.25,51,57,78.45,0.6,0.5,0.3,0.3,19.8381994448405,1306
"ssp126--MIROC6--2075--2007","ssp126",0.18,0,0,80,0.2,49,67,77.98,0.3,0.3,0.3,0.15,20.2384132547778,1307
"ssp126--MIROC6--2075--2008","ssp126",0.41,0.39,0,79,0.5,50,56,74.95,0.3,0.6,0.2,0.65,20.8038679994446,1308
"ssp126--MIROC6--2075--2009","ssp126",0.19,0.25,0,88,0.5,63,69,91.36,0,0.7,0,0.3,21.5775098034141,1309
"ssp126--MIROC6--2075--2010","ssp126",0.43,0,0,83,0.3,78,87,101.33,0.3,0.3,0.1,0,19.5408484165067,1310
"ssp126--MIROC6--2075--2011","ssp126",0.28,0.36,0,70,0.1,59,77,80.77,0,0.7,0,0.4,21.4073792682389,1311
"ssp126--MIROC6--2075--2012","ssp126",0.21,0.14,0,97,0.2,61,67,86.3,0.7,0.7,0.2,0.1,18.9697231709489,1312
"ssp126--MIROC6--2075--2013","ssp126",0.46,0.28,0,77,0.3,63,69,79.23,1,0.4,0.1,0,18.0917311203718,1313
"ssp126--MIROC6--2075--2014","ssp126",0.25,0.1,0,77,0.1,51,57,79.14,1,0.6,0,0.4,18.200811194951,1314
"ssp126--MIROC6--2075--2015","ssp126",0.46,0.23,0,86,0.8,56,62,80.36,0.5,0.3,0.1,0.25,19.1538905776746,1315
"ssp126--MIROC6--2075--2016","ssp126",0.2,0.2,0,102,0.1,49,55,72.2,0.3,0.7,0.1,0.25,19.5211744415735,1316
"ssp126--MIROC6--2075--2017","ssp126",0.13,0.31,0,89,0.3,70,76,89.49,0.6,0.6,0.1,0.25,20.7647317060272,1317
"ssp126--MIROC6--2075--2018","ssp126",0.05,0.66,0,99,0,56,62,84.5,0,0.2,0.3,0.1,20.2684079235202,1318
"ssp126--MIROC6--2075--2019","ssp126",0.17,0.33,0,88,0.3,55,61,80.84,0.7,0.2,0.1,0.05,19.7326334487436,1319
"ssp126--MIROC6--2075--2020","ssp126",0.23,0.1,0,74,0.1,50,56,78.29,0.7,0.4,0.1,0.2,19.6733434571666,1320
"ssp126--MIROC6--2075--2021","ssp126",0.18,0.1,0,87,0.3,63,69,80.4,0.2,0.3,0.1,0.6,21.2649983073607,1321
"ssp126--MIROC6--2075--2022","ssp126",0.18,0.24,0,99,0.2,71,77,96.93,0.3,0.6,0,0.5,20.7678174156472,1322
"ssp126--MIROC6--2075--2023","ssp126",0.42,0.2,0,87,0,45,51,74.72,0.5,0.6,0.2,0.15,19.6012901184278,1323
"ssp126--MIROC6--2075--2024","ssp126",0.26,0.35,0,95,0.1,47,53,76.57,0.1,0.5,0.4,0.15,19.8036655754596,1324
"ssp126--MIROC6--2075--2025","ssp126",0.11,0.38,0,92,0.1,56,64,74.21,0.7,0.6,0.1,0.5,21.1605019766111,1325
"ssp126--MIROC6--2075--2026","ssp126",0.37,0,0,99,0.3,55,61,84.98,0.3,0.5,0.1,0.25,21.3417086949246,1326
"ssp126--MIROC6--2075--2027","ssp126",0.25,0.24,0,64,0.2,66,72,88.64,0.2,0.3,0.2,0.3,20.8667115890282,1327
"ssp126--MIROC6--2075--2028","ssp126",0.51,0.34,0,95,0.2,55,66,81.32,0,0.6,0.1,0.4,20.7114668768631,1328
"ssp126--MIROC6--2075--2029","ssp126",0.3,0.49,0.25,65,0.4,49,55,75.14,0.4,0.2,0.1,0.25,19.4726775200547,1329
"ssp126--MIROC6--2075--2030","ssp126",0.22,0.11,0,93,0.2,46,52,74.22,0,0.5,0.3,0.55,19.8088176070176,1330
"ssp126--MIROC6--2075--2031","ssp126",0.28,0.23,0,88,0.2,48,54,78.47,0.8,0.2,0.1,0.05,17.4889572057108,1331
"ssp126--MIROC6--2075--2032","ssp126",0.46,0.12,0.2,83,0.2,59,65,81.7,0,0.4,0.1,0,20.2331875562312,1332
"ssp126--MIROC6--2075--2033","ssp126",0.25,0.28,0,90,0.1,69,75,89.86,0.4,0.7,0,0,18.8978632470564,1333
"ssp126--MIROC6--2075--2034","ssp126",0.22,0.24,0,85,0.2,53,59,76.19,0.3,0.8,0,0.6,20.9044213546979,1334
"ssp126--MIROC6--2075--2035","ssp126",0.25,0.21,0,92,0.4,54,60,82.07,0.8,0.3,0,0.15,18.7907360889343,1335
"ssp126--MIROC6--2075--2036","ssp126",0.11,0.21,0,79,0.6,63,69,85.95,0.1,0.1,0.1,0.05,19.4515960503589,1336
"ssp126--MIROC6--2075--2037","ssp126",0.06,0,0,84,0.35,74,80,95.04,0.6,0.4,0.1,0.6,20.444076028288,1337
"ssp126--MIROC6--2075--2038","ssp126",0.47,0.27,0,93,0.2,44,50,74.63,0.1,0.3,0.2,0.05,18.6475689436624,1338
"ssp126--MIROC6--2075--2039","ssp126",0.38,0.3,0,93,0,57,63,86.42,0.5,0.9,0.2,0.5,19.7966447986687,1339
"ssp126--MIROC6--2075--2040","ssp126",0.18,0.36,0,83,0,49,55,80.7,1,0.9,0,0.15,18.766442973055,1340
"ssp126--MIROC6--2075--2041","ssp126",0.22,0.41,0,106,0.1,53,59,80.15,0.4,0.5,0,0.15,19.5158751350019,1341
"ssp126--MIROC6--2075--2042","ssp126",0.24,0,0,97,0,57,63,81.85,0.1,0.3,0.1,0.05,19.8503487748875,1342
"ssp126--MIROC6--2075--2043","ssp126",0.17,0.38,0,91,0.3,57,80,87.95,0,0.3,0.1,0.25,20.928148156992,1343
"ssp126--MIROC6--2075--2044","ssp126",0.36,0.22,0,97,0.4,72,78,89.62,0.2,0.2,0,0.1,20.5225712657509,1344
"ssp126--MIROC6--2075--2045","ssp126",0.14,0.31,0,106,0.4,61,76,84.78,0,0.1,0.2,0.05,20.2186610390352,1345
"ssp126--MIROC6--2075--2046","ssp126",0.39,0.4,0,92,0.8,58,64,82.33,0.1,0.3,0,0.3,21.1211052563851,1346
"ssp126--MIROC6--2075--2047","ssp126",0.29,0.48,0,80,0.4,67,77,94.12,0.5,0.4,0.1,0.2,20.2476441058317,1347
"ssp126--MIROC6--2075--2048","ssp126",0.35,0.31,0,81,0,59,65,85.44,0.1,0.2,0.2,0.4,20.4695670339018,1348
"ssp126--MIROC6--2075--2049","ssp126",0.06,0.16,0,78,0.1,62,68,86.6,0.1,0.4,0,0.35,21.5715922116518,1349
"ssp126--MIROC6--2075--2050","ssp126",0.34,0,0,70,0.5,51,65,74.71,0.3,0.2,0.1,0.05,18.2943290358143,1350
"ssp126--MIROC6--2075--2051","ssp126",0.31,0.22,0,86,0.1,51,57,76.66,0.1,0.6,0.1,0.3,19.6933027766966,1351
"ssp126--MIROC6--2075--2052","ssp126",0,0.13,0,81,0,49,55,77.52,0.1,0.3,0,0,19.0453164051278,1352
"ssp126--MIROC6--2075--2053","ssp126",0.2,0,0.3,102,0.1,58,64,85.37,0.2,0.5,0.2,0.2,19.7161831457046,1353
"ssp126--MIROC6--2075--2054","ssp126",0.16,0.26,0,76,0.4,57,63,85.52,0,0.1,0.1,0.35,20.4307173618666,1354
"ssp126--MIROC6--2075--2055","ssp126",0.35,0.11,0,74,0.2,56,62,78.04,0,0.5,0,0.2,20.1808280163905,1355
"ssp126--MIROC6--2075--2056","ssp126",0.22,0.13,0,97,0.1,77,83,93.65,0,0.6,0,0,20.7228732417692,1356
"ssp126--MIROC6--2075--2057","ssp126",0.36,0.12,0,98,0.1,55,64,84.42,0.6,1,0,0.15,20.1595750921516,1357
"ssp126--MIROC6--2075--2058","ssp126",0.2,0.12,0,82,0.3,68,74,90.73,0,0.6,0.1,0.1,20.3969051970998,1358
"ssp126--MIROC6--2075--2059","ssp126",0.22,0.21,0,88,0.3,62,68,86.92,0.1,0.1,0,0.1,20.1779709329947,1359
"ssp126--MIROC6--2075--2060","ssp126",0.38,0.18,0,89,0.1,66,72,87.37,0.2,0.6,0,0.1,20.4328995023183,1360
"ssp126--MIROC6--2075--2061","ssp126",0.31,0.27,0,81,0.4,68,75,88.6,0.3,0.1,0.2,0.15,19.7353619275731,1361
"ssp126--MIROC6--2075--2062","ssp126",0.25,0.27,0,68,0.6,46,52,73.5,0.7,0.4,0,0,18.8145822687308,1362
"ssp126--MIROC6--2075--2063","ssp126",0.17,0.22,0,86,0.1,60,66,80.99,0.1,1,0.3,0.55,20.9608633228629,1363
"ssp126--MIROC6--2075--2064","ssp126",0.3,0.35,0,90,0.1,51,57,80.02,0.8,0.4,0.1,0.05,20.0544528979518,1364
"ssp126--MIROC6--2075--2065","ssp126",0.26,0.22,0,66,0.2,52,62,84.85,0,0.4,0.2,0,19.8978511610378,1365
"ssp126--MIROC6--2075--2066","ssp126",0.21,0.41,0,88,0.2,74,80,92.15,0.1,1,0.1,0.35,22.4658200020806,1366
"ssp126--MIROC6--2075--2067","ssp126",0.25,0.33,0.2,78,0,64,70,86.68,0.1,0.2,0.3,0,19.9834651345956,1367
"ssp126--MIROC6--2075--2068","ssp126",0.39,0.3,0,89,0.25,67,73,92.28,0.4,0.6,0.2,0,20.0903597920023,1368
"ssp126--MIROC6--2075--2069","ssp126",0.28,0.38,0,91,0.1,69,75,90.04,0.1,0.4,0.1,0.55,21.423391984076,1369
"ssp126--MIROC6--2075--2070","ssp126",0.23,0.33,0,93,0.1,54,60,81.4,1,0.3,0.1,0.25,19.5166583393699,1370
"ssp126--MIROC6--2075--2071","ssp126",0.17,0.21,0,86,0.3,52,58,77.51,0.3,0.2,0.1,0.05,18.6935149388641,1371
"ssp126--MIROC6--2075--2072","ssp126",0.06,0.22,0,87,0.2,59,65,83.16,0.2,0.2,0.1,0.05,19.8868212383804,1372
"ssp126--MIROC6--2075--2073","ssp126",0.44,0.24,0,81,0.3,75,81,88.13,0,0.6,0.3,0.15,22.2190505775991,1373
"ssp126--MIROC6--2075--2074","ssp126",0.32,0,0,97,0,50,56,74.02,1,0.5,0,0,17.0341482398861,1374
