"","ssp","summer_drought_stress_risk","summer_insect_risk","summer_disease_risk","pad","actual_chill","winter_mean_temp","spring_pollinator","spring_disease_risk","spring_frost_risk","fruit_frost_risk","fruit_drought_stress_risk","fruit_hail_risk","fruit_sunburn_risk","fruit_insect_risk","fruit_disease_risk","fruit_snail_risk","harvest_frost_risk","harvest_heat_risk","harvest_hail_risk","harvest_rain_risk","harvest_fly_risk","summer_mean_temp","spring_mean_temp","fruit_mean_temp","harvest_mean_temp","id"
"ssp245--ACCESS-CM2--2075--2044","ssp245",0.35,0.4,0,46,100.54,7.19980132450331,0.333333333333333,0,0.5,0,0,0.05,0,0,0,0,0,0.25,0.1,0,0.4,12.7102083333333,10.535,16.053,19.3025757575758,1644
"ssp245--ACCESS-CM2--2075--2045","ssp245",0.26,0.45,0,59,100.13,7.30827814569536,0.183333333333333,0,0.2,0,0.07,0,0,0.1,0,0,0,0.4,0.1,0,0.6,14.2072083333333,10.2813333333333,16.2158333333333,20.8683823529412,1645
"ssp245--ACCESS-CM2--2075--2046","ssp245",0.43,0.35,0,58,93.3,7.30900662251656,0.383333333333333,0,0.1,0,0,0.1,0,0.1,0,0,0,0.85,0.25,0,0.45,13.600125,12.1046666666667,17.2786666666667,22.2165151515151,1646
"ssp245--ACCESS-CM2--2075--2047","ssp245",0.23,0.1,0,44,108.46,6.91483443708609,0.266666666666667,0,0.65,0,0.05,0.15,0,0,0,0,0,0.6,0.15,0,0.35,12.102125,9.53408333333333,17.371,20.5742424242424,1647
"ssp245--ACCESS-CM2--2075--2048","ssp245",0.17,0.15,0,32,102,7.80337748344371,0.333333333333333,0,0.2,0,0,0.05,0,0.25,0,0,0,0.6,0.2,0,0.05,11.2744166666667,11.3046666666667,15.972,22.4306060606061,1648
"ssp245--ACCESS-CM2--2075--2049","ssp245",0.22,0,0,34,100.51,7.61927152317881,0.4,0,0.1,0,0.13,0,0,0.35,0,0,0,0.4,0.1,0,0.4,10.8866666666667,11.7835833333333,18.6513333333333,20.6720588235294,1649
"ssp245--ACCESS-CM2--2075--2050","ssp245",0.17,0,0.1,42,101.58,6.62390728476821,0.2,0,0.4,0,0.05,0.1,0,0,0,0.15,0,0.3,0.15,0.15,0.55,11.3572083333333,8.0555,17.3415,19.2681818181818,1650
"ssp245--ACCESS-CM2--2075--2051","ssp245",0.31,0.15,0.1,52,97.86,7.03708609271523,0.216666666666667,0,0.1,0,0.13,0.05,0,0,0,0,0,0.4,0.2,0.3,0.45,13.288125,11.1431666666667,16.612,20.2172727272727,1651
"ssp245--ACCESS-CM2--2075--2052","ssp245",0.06,0.15,0.25,52,100.45,6.98596026490066,0.25,0,0.1,0,0.16,0.15,0,0,0,0.1,0,0.1,0,0,0.2,12.0793333333333,10.9755833333333,14.5538333333333,17.9468181818182,1652
"ssp245--ACCESS-CM2--2075--2053","ssp245",0.11,0.45,0,59,92.98,6.73039735099338,0.216666666666667,0,0.1,0,0,0,0,0.15,0,0,0,0.25,0.05,0.15,0.35,13.86025,11.25675,13.8731666666667,20.2551470588235,1653
"ssp245--ACCESS-CM2--2075--2054","ssp245",0.2,0.1,0,46,98.26,6.97251655629139,0.283333333333333,0,0.1,0,0.05,0.1,0,0,0,0,0,0.6,0.25,0.15,0.45,12.3879166666667,11.6695,15.3513333333333,22.2522727272727,1654
"ssp245--ACCESS-CM2--2075--2055","ssp245",0.27,0.15,0.25,52,100.01,7.14079470198675,0.416666666666667,0,0.15,0,0.15,0.05,0,0.1,0,0,0,0.6,0.1,0,0.4,12.6602083333333,11.33725,15.994,21.9606060606061,1655
"ssp245--ACCESS-CM2--2075--2056","ssp245",0.08,0.1,0,49,102.33,6.99635761589404,0.35,0,0.5,0,0.14,0,0,0,0,0,0,0.05,0.15,0,0.45,12.4527083333333,10.7750833333333,14.6338333333333,19.359696969697,1656
"ssp245--ACCESS-CM2--2075--2057","ssp245",0.24,0.65,0,57,98.54,7.67046357615894,0.45,0,0.3,0,0,0,0,0.15,0,0,0,0.7,0.15,0.15,0.25,13.8693333333333,11.7353333333333,14.7266666666667,21.6025,1657
"ssp245--ACCESS-CM2--2075--2058","ssp245",0.2,0.15,0,31,103.05,7.70019867549669,0.466666666666667,0,0.15,0,0,0.05,0,0,0,0,0,0.25,0.05,0,0.35,10.867,11.8998333333333,14.709,18.4107575757576,1658
"ssp245--ACCESS-CM2--2075--2059","ssp245",0.05,0.3,0,52,94.76,7.38774834437086,0.366666666666667,0.1,0.1,0,0,0.05,0,0.1,0,0,0,0.15,0.1,0,0.25,14.432125,11.3549166666667,17.2091666666667,19.4845454545455,1659
"ssp245--ACCESS-CM2--2075--2060","ssp245",0.3,0.35,0,62,95.77,7.53324503311258,0.266666666666667,0,0.25,0,0.05,0.1,0,0,0,0.2,0,0.35,0.1,0,0.3,14.04275,10.8585833333333,16.6158333333333,20.0848484848485,1660
"ssp245--ACCESS-CM2--2075--2061","ssp245",0.1,0.3,0,36,106.01,6.84761589403973,0.333333333333333,0,0.55,0,0,0,0,0,0,0,0,0.3,0,0.3,0.45,10.8714583333333,9.47716666666667,15.6993333333333,19.5592647058824,1661
"ssp245--ACCESS-CM2--2075--2062","ssp245",0.23,0,0,31,104.72,7.82576158940397,0.25,0,0.5,0,0.1,0,0,0,0,0,0,0.15,0.05,0,0.55,10.381375,9.613,15.0358333333333,20.8763636363636,1662
"ssp245--ACCESS-CM2--2075--2063","ssp245",0.13,0.3,0,48,94.53,7.44841059602649,0.4,0,0.1,0,0.12,0.15,0,0.25,0,0.2,0,0.05,0,0.3,0.35,12.2506666666667,12.125,18.556,17.7851515151515,1663
"ssp245--ACCESS-CM2--2075--2064","ssp245",0.19,0.4,0,38,104.83,7.88980132450331,0.416666666666667,0,0.6,0,0,0.05,0,0,0,0,0,0.35,0.2,0.15,0.35,11.3924166666667,12.29175,14.6596666666667,20.6231818181818,1664
"ssp245--ACCESS-CM2--2075--2065","ssp245",0.17,0,0,30,100.34,7.82,0.35,0,0,0,0,0,0,0.25,0.1,0,0,0.15,0.15,0.3,0.65,11.3732916666667,11.7815,15.9286666666667,18.8236764705882,1665
"ssp245--ACCESS-CM2--2075--2066","ssp245",0.16,0,0,38,97.74,7.5823178807947,0.366666666666667,0,0.25,0,0.12,0.05,0,0,0,0,0,0.65,0.15,0.15,0.5,11.9384166666667,12.5219166666667,17.2738333333333,21.3575757575758,1666
"ssp245--ACCESS-CM2--2075--2067","ssp245",0.18,0,0,48,94.79,7.91569536423841,0.466666666666667,0,0.05,0,0,0.05,0,0,0,0.15,0,0.15,0,0.15,0.4,12.7733333333333,12.2881666666667,13.5933333333333,19.1177272727273,1667
"ssp245--ACCESS-CM2--2075--2068","ssp245",0.15,0.35,0,48,100.3,7.13158940397351,0.35,0,0.35,0,0.1,0.05,0,0.2,0,0,0,0.45,0.05,0.15,0.2,12.467,10.8594166666667,17.2605,18.5525757575758,1668
"ssp245--ACCESS-CM2--2075--2069","ssp245",0,0.15,0,40,101.53,7.80245033112583,0.35,0,0.15,0,0.11,0.1,0,0,0,0,0,1,0.15,0,0.15,12.77925,11.1210833333333,17.4985,23.8938235294118,1669
"ssp245--ACCESS-CM2--2075--2070","ssp245",0.14,0.25,0,46,103.85,7.45284768211921,0.283333333333333,0,0.7,0.05,0.08,0.15,0,0.15,0,0,0,0.2,0.25,0.15,0.7,12.6015,9.30966666666667,17.8383333333333,20.1980303030303,1670
"ssp245--ACCESS-CM2--2075--2071","ssp245",0.23,0.1,0,42,101.67,6.37615894039735,0.25,0,0.3,0,0.11,0,0,0,0,0,0,0.2,0.05,0.45,0.4,12.0111666666667,10.0725833333333,14.197,19.334696969697,1671
"ssp245--ACCESS-CM2--2075--2072","ssp245",0.15,0.2,0.1,47,98.79,7.92470198675497,0.4,0,0.35,0,0,0.15,0,0,0.1,0,0,0,0.1,0.15,0.45,13.66675,12.06525,14.6251666666667,18.1287878787879,1672
"ssp245--ACCESS-CM2--2075--2073","ssp245",0.42,0,0.2,55,92.42,7.18490066225166,0.35,0,0.5,0,0.05,0.3,0,0,0,0,0,0.5,0.1,0.15,0.2,12.7903333333333,10.7786666666667,18.5538333333333,21.1286764705882,1673
"ssp245--ACCESS-CM2--2075--2074","ssp245",0.13,0.6,0,51,97.23,7.72112582781457,0.3,0,0.6,0,0.07,0,0,0,0,0,0,0,0.1,0,0.25,13.1040416666667,8.88633333333333,12.9593333333333,16.750303030303,1674
"ssp245--ACCESS-CM2--2075--2075","ssp245",0.13,0.1,0,31,99.4,7.99887417218543,0.45,0,0.3,0,0,0.15,0,0,0.1,0.1,0,0,0,0.15,0.65,11.85425,11.0474166666667,17.6551666666667,17.0875757575758,1675
"ssp245--ACCESS-CM2--2075--2076","ssp245",0.16,0.25,0,35,104.63,7.53735099337748,0.45,0,0.75,0,0.06,0.1,0,0.15,0,0.1,0,0.35,0.15,0,0.4,10.8532083333333,9.17466666666667,18.1325,19.4580303030303,1676
"ssp245--ACCESS-CM2--2075--2077","ssp245",0.16,0,0,44,101.03,7.29245033112583,0.3,0,0.4,0,0.06,0.25,0,0,0,0,0,0.75,0.1,0.15,0.35,11.5894583333333,10.9358333333333,17.6831666666667,22.9673529411765,1677
"ssp245--ACCESS-CM2--2075--2078","ssp245",0.24,0,0,49,100.8,7.02801324503311,0.366666666666667,0,0.1,0,0.05,0.05,0,0,0,0,0,0.3,0.1,0.3,0.45,12.7232083333333,12.3793333333333,14.039,20.3230303030303,1678
"ssp245--ACCESS-CM2--2075--2079","ssp245",0.14,0.6,0,46,94.88,7.5164238410596,0.433333333333333,0,0.1,0,0.07,0.05,0,0,0,0,0,0.6,0.05,0,0.2,12.363,12.2478333333333,15.1708333333333,20.4675757575758,1679
"ssp245--ACCESS-CM2--2075--2080","ssp245",0.27,0.1,0,51,93.32,8.07211920529801,0.316666666666667,0,0.65,0,0,0.1,0,0.1,0.1,0.1,0,0.1,0.2,0,0.3,13.8032916666667,10.2975,18.2683333333333,19.7660606060606,1680
"ssp245--ACCESS-CM2--2075--2081","ssp245",0.1,0.15,0.15,54,99.1,7.69602649006622,0.383333333333333,0,0.6,0,0,0,0,0,0,0,0,0.15,0.05,0,0.4,13.4070416666667,9.97225,13.2611666666667,17.8604411764706,1681
"ssp245--ACCESS-CM2--2075--2082","ssp245",0.26,0.25,0,46,100.4,7.00933774834437,0.233333333333333,0,0.1,0,0.15,0,0,0,0,0,0,0.1,0.2,0,0.65,13.2742916666667,12.4076666666667,15.0616666666667,18.6621212121212,1682
"ssp245--ACCESS-CM2--2075--2083","ssp245",0.19,0.55,0.1,40,107.64,7.62066225165563,0.2,0,0.3,0,0.06,0.05,0,0.1,0,0.1,0,0,0.1,0,0.4,11.2772083333333,9.74408333333333,14.01,17.5143939393939,1683
"ssp245--ACCESS-CM2--2075--2084","ssp245",0.33,0,0.1,44,104.5,7.26860927152318,0.333333333333333,0,0.7,0,0,0.05,0,0,0.1,0.2,0,0.3,0.25,0.15,0.2,12.1067916666667,8.96616666666667,16.3168333333333,20.5071212121212,1684
"ssp245--ACCESS-CM2--2075--2085","ssp245",0.3,0.2,0,47,103.84,7.40397350993377,0.283333333333333,0.1,0.55,0,0.11,0.1,0,0.2,0,0,0,0.25,0.05,0,0.15,13.1142916666667,10.1541666666667,18.6191666666667,19.1505882352941,1685
"ssp245--ACCESS-CM2--2075--2086","ssp245",0.48,0.35,0,46,97.17,7.32278145695364,0.25,0.1,0.25,0,0.05,0.1,0,0.15,0,0,0,0.25,0.15,0,0.6,12.500125,12.7381666666667,16.5006666666667,19.6745454545455,1686
"ssp245--ACCESS-CM2--2075--2087","ssp245",0,0,0,44,99.08,7.21602649006623,0.366666666666667,0,0.3,0,0.11,0.15,0,0,0.1,0.1,0,0.1,0.25,0,0.7,12.397,10.27875,17.533,17.8613636363636,1687
"ssp245--ACCESS-CM2--2075--2088","ssp245",0.14,0.25,0.2,52,102.4,7.73781456953642,0.45,0,0.55,0,0.19,0,0,0.15,0,0,0,0.25,0.05,0.15,0.4,13.26025,11.13025,16.5146666666667,19.6001515151515,1688
"ssp245--ACCESS-CM2--2075--2089","ssp245",0.11,0,0,43,108.54,7.7905298013245,0.383333333333333,0,0.4,0,0.06,0,0,0,0,0,0,0.2,0.05,0.15,0.15,11.4404583333333,9.95175,12.2445,17.2620588235294,1689
"ssp245--ACCESS-CM2--2075--2090","ssp245",0.27,1,0,55,99.45,6.41172185430464,0.233333333333333,0,0.2,0,0.09,0.15,0,0,0,0.1,0,0,0,0,0.4,13.9183333333333,10.8184166666667,17.4248333333333,18.45,1690
"ssp245--ACCESS-CM2--2075--2091","ssp245",0.23,0.1,0,48,104.2,6.81470198675497,0.283333333333333,0,0.25,0,0.08,0,0,0,0,0,0,0.05,0.05,0.15,0.3,11.855625,10.27025,16.1513333333333,17.4701515151515,1691
"ssp245--ACCESS-CM2--2075--2092","ssp245",0.26,0.55,0.1,54,97.93,6.91609271523179,0.25,0,0.1,0,0.07,0,0,0,0,0,0,0.35,0.25,0.45,0.45,13.4359166666667,11.4425,16.0315,19.7713636363636,1692
"ssp245--ACCESS-CM2--2075--2093","ssp245",0.23,0.2,0.1,51,95.57,7.17523178807947,0.25,0,0.85,0,0.08,0.05,0,0,0,0.1,0,0.5,0.15,0.15,0.45,13.0816666666667,7.92008333333333,17.7471666666667,20.0458823529412,1693
"ssp245--ACCESS-CM2--2075--2094","ssp245",0.13,0.2,0,51,95.32,7.82549668874172,0.483333333333333,0,0.15,0,0.05,0,0,0.1,0.1,0.15,0,0.5,0,0.15,0.3,12.8881666666667,13.2983333333333,17.3918333333333,19.9671212121212,1694
"ssp245--ACCESS-CM2--2075--2095","ssp245",0.26,0.3,0,64,96.82,7.51615894039735,0.333333333333333,0,1,0,0.09,0.1,0,0.2,0,0,0,0.2,0.1,0,0.35,14.6972083333333,8.13841666666667,17.5233333333333,20.0380303030303,1695
"ssp245--ACCESS-CM2--2075--2096","ssp245",0.06,0.2,0,57,93.22,7.67152317880795,0.3,0,0.15,0,0.05,0.1,0,0,0,0.1,0,0,0.1,0.15,0.45,13.0805833333333,10.3971666666667,15.3496666666667,17.1037878787879,1696
"ssp245--ACCESS-CM2--2075--2097","ssp245",0,0.35,0,38,97.12,7.05781456953642,0.283333333333333,0,0.1,0,0.11,0.2,0,0,0.15,0.15,0,0.25,0.15,0.15,0.4,11.7926666666667,10.1860833333333,16.7311666666667,19.4397058823529,1697
"ssp245--ACCESS-CM2--2075--2098","ssp245",0.23,0,0,38,97.28,7.48192052980132,0.333333333333333,0,0.3,0,0.08,0,0,0,0,0.1,0,0.55,0,0.15,0.2,12.3408333333333,11.0081666666667,14.7885,22.230303030303,1698
"ssp245--ACCESS-CM2--2075--2099","ssp245",0.36,0.65,0,36,103.38,7.04112582781457,0.366666666666667,0,0.15,0.05,0.05,0,0,0,0,0,0,0.25,0,0.3,0.85,13.2670833333333,12.1981666666667,12.9873333333333,19.0643939393939,1699
"ssp245--ACCESS-CM2--2075--2100","ssp245",0.24,0.15,0,43,100.41,7.47364238410596,0.366666666666667,0,0.45,0,0.13,0,0,0.25,0,0,0,0.25,0.1,0.3,0.45,12.37375,10.5638333333333,19.5976666666667,19.5268181818182,1700
"ssp245--AWI-CM-1-1-MR--2075--2001","ssp245",0.28,0,0,41,103.49,5.74470198675497,0.266666666666667,0,0.3,0,0.05,0,0,0,0,0.1,0,0.35,0.05,0.45,0.2,11.812125,10.0393333333333,16.5988333333333,19.6139705882353,1701
"ssp245--AWI-CM-1-1-MR--2075--2002","ssp245",0.16,0,0,35,101.41,5.6271523178808,0.383333333333333,0,0.25,0,0.07,0,0,0.1,0,0.1,0,0.15,0.1,0,0.5,10.4268333333333,10.8693333333333,17.8223333333333,18.765,1702
"ssp245--AWI-CM-1-1-MR--2075--2003","ssp245",0.1,0.3,0,35,112.43,5.73582781456954,0.25,0,0.3,0,0,0.1,0,0.1,0,0,0,0.2,0.05,0,0.4,11.007,10.0295,16.9433333333333,19.9924242424242,1703
"ssp245--AWI-CM-1-1-MR--2075--2004","ssp245",0.36,0.1,0,47,96.47,6.25119205298013,0.416666666666667,0,0.5,0,0.06,0,0,0,0,0,0,0,0,0,0.05,12.1722083333333,10.5620833333333,16.0113333333333,17.3275757575758,1704
"ssp245--AWI-CM-1-1-MR--2075--2005","ssp245",0.35,0.15,0,39,103.32,5.91874172185431,0.416666666666667,0,0.4,0,0.14,0.05,0,0,0,0,0,0.15,0.05,0,0.45,12.1909166666667,10.5369166666667,15.5473333333333,18.7329411764706,1705
"ssp245--AWI-CM-1-1-MR--2075--2006","ssp245",0.33,0.45,0,48,102.46,6.73317880794702,0.316666666666667,0,0.25,0,0.06,0,0,0,0,0.1,0,0.35,0.1,0.6,0.5,12.0050833333333,11.48575,15.8306666666667,21.0581818181818,1706
"ssp245--AWI-CM-1-1-MR--2075--2007","ssp245",0.19,0.3,0,38,104.62,5.36688741721854,0.333333333333333,0,0.3,0,0.1,0,0,0,0.1,0.15,0,0.1,0.05,0.3,0.35,10.065875,11.0359166666667,17.962,18.3525757575758,1707
"ssp245--AWI-CM-1-1-MR--2075--2008","ssp245",0.1,0.3,0,37,100.94,6.39980132450331,0.333333333333333,0,0.35,0,0.13,0.1,0,0.1,0,0,0,0.45,0.15,0,0.15,11.9715416666667,11.5380833333333,18.9515,19.6775757575758,1708
"ssp245--AWI-CM-1-1-MR--2075--2009","ssp245",0.12,0.4,0.1,47,106.48,5.46,0.3,0,0,0,0.07,0,0.1,0.2,0,0.1,0,0.65,0.05,0,0.45,12.2539583333333,12.6105,17.3055,20.9795588235294,1709
"ssp245--AWI-CM-1-1-MR--2075--2010","ssp245",0.3,0.2,0,44,111.72,5.09298013245033,0.266666666666667,0,0.5,0,0.14,0,0,0,0,0,0,0.05,0,0.15,0.45,12.1679166666667,9.23691666666667,15.0901666666667,15.8195454545455,1710
"ssp245--AWI-CM-1-1-MR--2075--2011","ssp245",0.41,0,0,41,95.02,5.73019867549669,0.35,0,0.25,0,0,0,0,0,0,0,0,0.25,0.1,0.15,0.55,11.1431666666667,12.2743333333333,14.01,20.1712121212121,1711
"ssp245--AWI-CM-1-1-MR--2075--2012","ssp245",0.23,0.2,0.1,48,107.31,5.83490066225166,0.35,0,0.4,0,0.09,0.05,0,0,0,0.1,0,0.4,0.1,0.3,0.35,11.9615833333333,9.784,16.0603333333333,20.0433333333333,1712
"ssp245--AWI-CM-1-1-MR--2075--2013","ssp245",0.39,0.2,0,37,92.76,5.72417218543046,0.35,0,0.45,0,0.05,0,0,0,0.1,0,0,0.3,0.05,0,0.1,10.9402916666667,9.46458333333333,14.6588333333333,17.4701470588235,1713
"ssp245--AWI-CM-1-1-MR--2075--2014","ssp245",0.34,0.45,0,35,103.97,5.97105960264901,0.233333333333333,0,0.6,0,0.14,0,0,0,0,0,0,0.4,0,0,0.35,11.741625,9.37191666666667,14.2228333333333,18.9192424242424,1714
"ssp245--AWI-CM-1-1-MR--2075--2015","ssp245",0.39,0.4,0,38,98.07,5.64715231788079,0.333333333333333,0,0.3,0,0,0.1,0,0,0,0.1,0,0.1,0,0.15,0.55,11.340375,10.33675,16.0255,18.3174242424242,1715
"ssp245--AWI-CM-1-1-MR--2075--2016","ssp245",0.3,0.25,0,61,99.05,6.04423841059603,0.233333333333333,0,0.25,0,0,0,0,0,0,0.1,0,0.2,0.1,0.15,0.6,12.3290416666667,10.7058333333333,16.3633333333333,18.8415151515151,1716
"ssp245--AWI-CM-1-1-MR--2075--2017","ssp245",0.28,0.2,0,36,97.39,5.84337748344371,0.416666666666667,0,0.4,0,0.11,0,0,0.1,0,0,0,0.2,0,0,0.65,11.01175,10.1751666666667,16.9631666666667,20.6513235294118,1717
"ssp245--AWI-CM-1-1-MR--2075--2018","ssp245",0.05,0.3,0,52,108.83,4.88139072847682,0.35,0.1,0.05,0,0,0,0,0,0.2,0.25,0,0.5,0.05,0.15,0.25,12.5484583333333,12.2921666666667,15.1028333333333,19.4607575757576,1718
"ssp245--AWI-CM-1-1-MR--2075--2019","ssp245",0.24,0.1,0,45,104.89,5.72543046357616,0.25,0,0.6,0,0.07,0,0,0.1,0,0,0,0,0.05,0.15,0.35,12.4713333333333,11.1876666666667,15.5445,18.9445454545455,1719
"ssp245--AWI-CM-1-1-MR--2075--2020","ssp245",0.46,0.1,0,32,98.55,5.91119205298013,0.316666666666667,0,0.45,0,0.06,0,0,0,0,0,0,0.35,0.05,0.15,0.2,10.6315416666667,12.3998333333333,14.4665,19.9389393939394,1720
"ssp245--AWI-CM-1-1-MR--2075--2021","ssp245",0.16,0.7,0,60,91.08,5.94172185430464,0.366666666666667,0,0.2,0,0.16,0,0,0.15,0,0,0,0.35,0.05,0.3,0.2,13.2289583333333,11.8875833333333,17.7018333333333,19.7039705882353,1721
"ssp245--AWI-CM-1-1-MR--2075--2022","ssp245",0.24,0.45,0,46,110.59,5.50635761589404,0.283333333333333,0,0.5,0,0.16,0.05,0,0,0,0,0,0.45,0.05,0,0.2,12.595375,10.24775,16.478,20.2274242424242,1722
"ssp245--AWI-CM-1-1-MR--2075--2023","ssp245",0.24,0,0,50,99.77,6.22814569536424,0.283333333333333,0,0.45,0,0,0,0,0,0,0,0,0.45,0.05,0,0.15,12.3336666666667,10.6641666666667,16.6818333333333,21.9507575757576,1723
"ssp245--AWI-CM-1-1-MR--2075--2024","ssp245",0.15,0,0,41,105.14,5.46682119205298,0.283333333333333,0,0.05,0,0.06,0.05,0,0,0,0,0,0.15,0.05,0.15,0.75,11.1539166666667,12.3508333333333,15.205,18.6831818181818,1724
"ssp245--AWI-CM-1-1-MR--2075--2025","ssp245",0.19,0.35,0,40,88.63,5.69728476821192,0.266666666666667,0.1,0.4,0,0.11,0.05,0,0.2,0,0,0,0.25,0.05,0.15,0.9,9.20958333333333,11.11625,19.1526666666667,20.7522058823529,1725
"ssp245--AWI-CM-1-1-MR--2075--2026","ssp245",0.3,0.7,0,54,100.04,5.94668874172185,0.433333333333333,0,0.15,0,0.13,0,0,0,0,0,0,0.1,0.1,0,0.6,12.8254166666667,12.5756666666667,17.5603333333333,18.2395454545455,1726
"ssp245--AWI-CM-1-1-MR--2075--2027","ssp245",0.3,0,0,38,101.12,5.25728476821192,0.433333333333333,0,0.1,0,0,0,0,0.1,0,0.1,0,0.2,0.1,0.3,0.3,10.1455416666667,12.7631666666667,15.366,18.7327272727273,1727
"ssp245--AWI-CM-1-1-MR--2075--2028","ssp245",0.35,0.15,0,48,103.42,6.19423841059603,0.383333333333333,0,0.2,0,0.07,0.1,0,0.1,0,0,0,0.15,0,0,0.2,12.2270416666667,11.06625,18.0603333333333,19.7107575757576,1728
"ssp245--AWI-CM-1-1-MR--2075--2029","ssp245",0.25,0,0,25,102.08,5.66874172185431,0.35,0,0.3,0,0.07,0.1,0,0.1,0,0.1,0,0.35,0,0.15,0.3,9.49266666666667,11.2488333333333,16.6256666666667,17.5042647058824,1729
"ssp245--AWI-CM-1-1-MR--2075--2030","ssp245",0.21,0.3,0,40,106.2,5.68860927152318,0.25,0,0,0,0.05,0.05,0,0.1,0,0,0,0.55,0.05,0.15,0.35,11.47625,10.5855833333333,16.7558333333333,20.9268181818182,1730
"ssp245--AWI-CM-1-1-MR--2075--2031","ssp245",0.35,0,0,43,106.25,5.77417218543046,0.166666666666667,0,0.45,0,0.06,0.05,0,0.15,0,0,0,0,0,0.15,0.3,12.001375,9.10258333333333,16.1283333333333,15.1268181818182,1731
"ssp245--AWI-CM-1-1-MR--2075--2032","ssp245",0.61,0.35,0,44,104.73,5.46682119205298,0.333333333333333,0,0.05,0,0.12,0,0,0,0,0.1,0,0.1,0.1,0.15,0.4,10.8050833333333,12.22425,15.3406666666667,17.9781818181818,1732
"ssp245--AWI-CM-1-1-MR--2075--2033","ssp245",0.22,0.1,0.1,52,100.65,5.83496688741722,0.3,0,0.4,0,0.05,0.1,0,0,0.1,0.1,0,0.05,0,0,0.1,11.9213333333333,10.3579166666667,15.145,15.7123529411765,1733
"ssp245--AWI-CM-1-1-MR--2075--2034","ssp245",0.29,0.1,0,39,95.61,6.04198675496689,0.383333333333333,0,0.15,0,0.18,0,0,0.15,0,0,0,0.55,0,0,0.25,11.0959166666667,12.1523333333333,15.8061666666667,21.6548484848485,1734
"ssp245--AWI-CM-1-1-MR--2075--2035","ssp245",0.21,0.1,0.1,42,106.91,5.49721854304636,0.2,0,0.6,0,0.07,0,0,0,0,0,0,0.15,0.15,0,0.25,12.09875,8.54791666666667,16.4305,18.6177272727273,1735
"ssp245--AWI-CM-1-1-MR--2075--2036","ssp245",0.12,0.15,0.25,42,104.87,5.77993377483444,0.35,0,0.1,0,0,0,0,0,0,0.1,0,0.05,0,0,0.35,10.833875,10.9500833333333,15.235,17.6459090909091,1736
"ssp245--AWI-CM-1-1-MR--2075--2037","ssp245",0.1,0.15,0,45,102.53,5.50450331125828,0.35,0,0.6,0,0.07,0.3,0,0.1,0,0.1,0,0.1,0,0.3,0.2,12.5093333333333,8.25891666666667,20.5255,18.4185294117647,1737
"ssp245--AWI-CM-1-1-MR--2075--2038","ssp245",0.29,0.55,0.1,38,102.71,5.2064238410596,0.216666666666667,0,0.05,0,0,0,0,0,0,0,0,0.05,0,0.3,0.3,12.004375,11.3956666666667,12.527,17.5183333333333,1738
"ssp245--AWI-CM-1-1-MR--2075--2039","ssp245",0.38,0.25,0,43,108.02,5.21509933774834,0.216666666666667,0,0.25,0,0,0.1,0,0.3,0.1,0.1,0,0.5,0.05,0.3,0.4,12.25425,9.06608333333333,18.6188333333333,20.4378787878788,1739
"ssp245--AWI-CM-1-1-MR--2075--2040","ssp245",0.36,0,0,32,111.21,6.03847682119205,0.283333333333333,0,0.9,0,0.07,0,0,0,0,0,0,0.25,0.15,0,0.4,11.148125,10.14625,14.4586666666667,20.1795454545455,1740
"ssp245--AWI-CM-1-1-MR--2075--2041","ssp245",0.14,0.55,0,54,100.86,5.30715231788079,0.4,0,0.3,0,0.16,0,0,0,0,0.1,0,0.2,0.05,0.15,0.75,13.81175,10.9865,15.6221666666667,19.4442647058824,1741
"ssp245--AWI-CM-1-1-MR--2075--2042","ssp245",0.44,0.35,0,45,101.83,6.0005298013245,0.4,0.1,0,0,0.05,0,0,0,0.1,0.1,0,0.05,0.05,0,0.25,11.2095833333333,13.0659166666667,14.659,16.0413636363636,1742
"ssp245--AWI-CM-1-1-MR--2075--2043","ssp245",0.14,0.1,0,43,110.08,5.46105960264901,0.216666666666667,0,0.55,0,0,0.05,0,0,0,0,0,0.25,0.1,0.15,0.4,12.1812083333333,9.32091666666667,16.7548333333333,21.3168181818182,1743
"ssp245--AWI-CM-1-1-MR--2075--2044","ssp245",0.41,0.1,0,45,102.03,5.54086092715232,0.316666666666667,0,0.55,0,0,0,0,0,0,0,0,0.1,0,0,0.45,11.9417083333333,10.7253333333333,15.8455,18.0419696969697,1744
"ssp245--AWI-CM-1-1-MR--2075--2045","ssp245",0.27,0.5,0,54,102.48,5.58139072847682,0.183333333333333,0,0.15,0,0.07,0,0,0,0,0,0,0.2,0.1,0,0.8,13.442,10.4845833333333,15.9765,19.5889705882353,1745
"ssp245--AWI-CM-1-1-MR--2075--2046","ssp245",0.46,0.35,0,50,98.7,5.6412582781457,0.316666666666667,0,0.05,0,0,0.05,0,0.1,0,0,0,0.45,0.15,0,0.65,12.8335416666667,12.3040833333333,17.049,20.9454545454545,1746
"ssp245--AWI-CM-1-1-MR--2075--2047","ssp245",0.29,0,0,43,111.57,5.31801324503311,0.283333333333333,0,0.65,0,0,0.1,0,0,0,0,0,0.2,0.1,0,0.15,11.335125,9.7295,17.1526666666667,19.3072727272727,1747
