"","id","today","ssp1","ssp2","ssp3","ssp5"
"marketable_yield_today254","328",3.28746463715115,6.80568606967462,8.06648484111951,7.61988876215424,7.54720814088988
"marketable_yield_today255","329",3.22418763884139,6.76461515534279,8.33961145664544,7.83098379188151,7.59657790630165
"marketable_yield_today256","33",9.42849284699584,11.2978294606867,10.5970982638198,8.67616316476542,7.26039182953458
"marketable_yield_today257","330",2.9642639083647,6.62503658202799,7.83072065947141,7.74700466392328,7.58820774380446
"marketable_yield_today258","331",3.82368634316877,7.88448178369415,9.33697750531964,8.92830291802373,8.7417796274375
"marketable_yield_today259","332",3.83737431380815,8.10110539514353,9.35080148917595,9.10674978557763,8.78473094180012
"marketable_yield_today260","333",4.80554596438113,9.3649748328523,10.4443637361829,9.906912032376,9.33228200730566
"marketable_yield_today261","334",5.35863149703178,10.1248642751253,11.1080105670821,10.1620403249876,9.41772024343932
"marketable_yield_today262","335",6.36194794875752,10.7762688607357,11.709718657341,10.7466030508139,9.88356745407452
"marketable_yield_today263","336",6.34756792383627,11.3212043406572,12.3778275185956,11.4177909928664,10.6067344960664
"marketable_yield_today264","337",12.9991096938204,12.0762652700783,10.3619569207756,8.15424262982052,6.25149564889088
"marketable_yield_today265","338",13.0965739020183,12.1244781626443,10.5203894019207,8.37986911077044,6.4917327732447
"marketable_yield_today266","339",13.0687323546161,11.5170846218848,9.90475799764252,7.79649281589292,6.01509438266616
"marketable_yield_today267","34",10.2814056767708,11.8556510788003,11.269241503079,9.18529041994348,7.81214061139396
"marketable_yield_today268","340",11.5499816117922,11.159049795838,9.77435247383266,7.7153138310079,6.0681689270823
"marketable_yield_today269","341",11.5489030534098,11.2272555708991,9.74651142110791,7.63756661492782,6.08514225710526
